"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"2823","A Reminder of Self-Encouragement","https://itunes.apple.com/us/reviews/id440053635","AlvvlA","2.1.0",4,"I enjoy the app completely on the iPhone that I am having a issue with it not being optimized to be read on the iPad as well. Hopefully in the near future we can see full optimization on the iPad and I wouldn't have to read valuable information on a small iPhone screen.",2019-03-07,"shine",270
"2824","Super App","https://itunes.apple.com/us/reviews/id590288342","stachpro","2.1.0",5,"This app really does what it says.  I enjoy the reminders to be mindful and take a little time to enjoy now.",2019-03-07,"shine",108
"2825","Love it!","https://itunes.apple.com/us/reviews/id6934698","AAM213","2.1.0",5,"Fun and genuinely helpful.",2019-03-07,"shine",26
"2826","WOW","https://itunes.apple.com/us/reviews/id18923663","growing into me","2.1.0",5,"Every message I am sent everyday is so on point! I am so lucky to be reminded of all I have to do is believe in myself even if it’s baby steps. Thank you!",2019-03-07,"shine",154
"2827","Pretty good","https://itunes.apple.com/us/reviews/id565803996","Mehhhhhhhhhhhi","2.1.0",4,"I recommend this app, I love the tips of a day part so much. Even though one downside is most part of the app isn’t free.",2019-03-07,"shine",121
"2828","Frustrated!","https://itunes.apple.com/us/reviews/id375234839","Shake Brow876","2.1.0",1,"I purchased the app yesterday and I am still experiencing difficulties using what I paid for. Apple says it’s paid for but the app says that I don’t have access. I put in a request to fix the situation and even added a picture for proof and still have not received access or any word on why I’m not getting my money’s worth. I didn’t pay $9.99/month for nothing. Seriously unsatisfied with this app and their customer service not getting back to me within a timely manner.",2019-03-06,"shine",472
"2829","Glitchy","https://itunes.apple.com/us/reviews/id280031119","alwxis0506","2.1.0",2,"Hard to navigate and constantly asking for me to sign up for premium even though I already am.",2019-03-06,"shine",94
"2830","Seems like a really neat app...","https://itunes.apple.com/us/reviews/id269591087","1Shellzy123","2.1.0",2,"But I wish there were more free options. You have to pay for everything.",2019-03-06,"shine",72
"2831","Waste","https://itunes.apple.com/us/reviews/id404196129","Ihavenonickname23451","2.1.0",1,"Paid for subscription but nothing is unlocked.",2019-03-06,"shine",46
"2832","Terrible","https://itunes.apple.com/us/reviews/id924084708","dharmadude8","2.1.0",1,"They said explicitly (I have screenshot) that I would t be charged for the trial. I was charged. 
I contacted support within minutes and it took days to get a reply. I asked them for a refund. Now they ignore me. I’ve sent 4 emails. 

What makes you think you can treat people this way ?",2019-03-06,"shine",287
"2833","I upgraded and paid twice but still cannot see premium content.","https://itunes.apple.com/us/reviews/id109222052","sassymsh","2.1.0",2,"I followed email link for 1/2 off and used Facebook to connect and upgrade. I downloaded app and logged in with Facebook but it still invites me to start a free trial. I press restore purchases and it says I have none. I’ve sent a message to company and tried signing in via iTunes connected email as well as from account I received offer and still cannot access. According to my Apple Pay I processed payment twice. I want the app fully functionality and a refund of the second upgrade. Cannot listen to meditation etc because it says I need to start a free trial I will not be doing that.",2019-03-05,"shine",590
"2834","Needs material","https://itunes.apple.com/us/reviews/id244593627","Clarysd","2.1.0",3,"The content they have is great but there’s not much of it.  Also, app is kind of clunky to navigate.",2019-03-05,"shine",100
"2835","Awesomeness!!!!","https://itunes.apple.com/us/reviews/id155067471","ggwife","2.1.0",5,"I love using this! I feel calmer, happier. Their voices are so pleasant, calm, and easy to listen to. I look forward to listening to them. Great job and thank you!!! <U+0001F388><U+2764><U+FE0F><U+0001F31E><U+0001F44D>",2019-03-05,"shine",171
"2836","Decent content, terrible interface","https://itunes.apple.com/us/reviews/id119563496","therbearrian","2.1.0",1,"The content seems to be helpful, but managing the content is a nightmare. Daily motivational quote, one of the main reasons I got the app, never seems to show up, you can’t favorite just the image, but the entire “lesson”. I have some buyers remorse - I’m sure there are better products out there, I wish I had done more shopping.",2019-03-05,"shine",330
"2837","Great way to change mindset!","https://itunes.apple.com/us/reviews/id523325149","Kiticat454","2.1.0",4,"Love the way my mornings start now!! Great “challenges” and love the speakers. Great messages without judgement. Love the check-in in the morning! I wish there was a recap for the end of the day to list lessons/victories! Then I’d definitely rate all stars bc it would be perfect!",2019-03-05,"shine",280
"2838","basic","https://itunes.apple.com/us/reviews/id216404405","binarydream","2.1.0",1,"cotton candy advice for basic people",2019-03-04,"shine",36
"2839","Shine On","https://itunes.apple.com/us/reviews/id25892950","Kathryn Hutch","2.1.0",5,"I’m so grateful to have found this app. It helps center me each morning with a check in and quick read. I look forward to it as part of my morning routine, and it’s helping bring more skills and positivity into my life.",2019-03-04,"shine",219
"2840","Not free","https://itunes.apple.com/us/reviews/id363048088","lynBliss","2.1.0",1,"Didn’t get the free trail they charged me for 2 months that I didn’t and don’t want.",2019-03-04,"shine",84
"2841",":////","https://itunes.apple.com/us/reviews/id893987254","hamilsquad<333","2.1.0",5,"I love the app so far and I’ve only had it for a little while, although I suggest changing the price for your subscriptions. I personally don’t agree with the annual price, due to the fact that it’s pretty high just to have a text message sent to you each day about positivity or anything.",2019-03-04,"shine",289
"2842","Love this app !","https://itunes.apple.com/us/reviews/id419727903","Beckio22","2.1.0",5,"This is a wonderful app that gives you many opportunities to de-stress and reconnect with your natural shine!
I love the morning “check-ins” it has prepared with articles and breathing exercises, and I love wrapping up my day with a shine meditation or lesson.

The lessons are usually 5-7 minutes, the perfect time to relax, reset and recharge.

Thank you Shine!",2019-03-02,"shine",363
"2843","Excellent","https://itunes.apple.com/us/reviews/id526566931","Phalanex","2.1.0",5,"This app is sooo me<U+0001F601>",2019-03-01,"shine",20
"2844","Confusing","https://itunes.apple.com/us/reviews/id451890058","Bkylndreams","2.1.0",1,"I don’t understand how to use the app there is no instructions. I wanted to have daily message sent to my phone but the app won’t let. I think I’m just going to cancel the free trial.",2019-03-01,"shine",183
"2845","Annoying and hard to unsubscribe.","https://itunes.apple.com/us/reviews/id11685118","daniellewolcott","2.1.0",1,"I hate this app. I can’t get the daily text messages to stop. There’s not an easy opt out button. I took the time to search online and get it to stop and then I got a new phone and it started all over again. Today I’m just grumpy enough to complain about how much I hate waking up to these stupid messages that I never even have time to read anyway. This app might be great for someone else, but I hate it  and wish someone would get it off my phone for good. (I’ve obviously deleted the app.... it’s the daily messages that keep coming).",2019-03-01,"shine",538
